facility_code,facility_name,lga,report_month,report_quarter,indicator_code,indicator_name,domain,numerator,denominator,indicator_value,unit,target_value,direction,met_target,gap_vs_target
PHC-005,Kuje PHC,Kuje,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,8.0,16.6,48.2,percent,65,higher_is_better,False,-16.8
PHC-005,Kuje PHC,Kuje,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,8.0,16.6,48.2,percent,65,higher_is_better,False,-16.8
PHC-005,Kuje PHC,Kuje,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,8.0,16.6,48.2,percent,65,higher_is_better,False,-16.8
PHC-005,Kuje PHC,Kuje,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,7.0,16.6,42.2,percent,65,higher_is_better,False,-22.8
PHC-005,Kuje PHC,Kuje,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,,16.6,,percent,65,higher_is_better,,
PHC-005,Kuje PHC,Kuje,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,6.0,16.6,36.1,percent,65,higher_is_better,False,-28.9
PHC-005,Kuje PHC,Kuje,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,8.0,16.6,48.2,percent,65,higher_is_better,False,-16.8
PHC-005,Kuje PHC,Kuje,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,7.0,16.6,42.2,percent,65,higher_is_better,False,-22.8
PHC-005,Kuje PHC,Kuje,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,8.0,16.6,48.2,percent,65,higher_is_better,False,-16.8
PHC-005,Kuje PHC,Kuje,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,9.0,16.6,54.2,percent,65,higher_is_better,False,-10.8
PHC-005,Kuje PHC,Kuje,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,16.6,36.1,percent,65,higher_is_better,False,-28.9
PHC-005,Kuje PHC,Kuje,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,5.0,16.6,30.1,percent,65,higher_is_better,False,-34.9
PHC-006,Gaube PHC,Kuje,2024-07,2024-Q3,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2024-08,2024-Q3,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2024-09,2024-Q3,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2024-10,2024-Q4,FDR,Facility delivery rate,Delivery,7.0,10.1,69.3,percent,65,higher_is_better,True,4.3
PHC-006,Gaube PHC,Kuje,2024-11,2024-Q4,FDR,Facility delivery rate,Delivery,7.0,10.1,69.3,percent,65,higher_is_better,True,4.3
PHC-006,Gaube PHC,Kuje,2024-12,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-01,2025-Q1,FDR,Facility delivery rate,Delivery,7.0,10.1,69.3,percent,65,higher_is_better,True,4.3
PHC-006,Gaube PHC,Kuje,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,7.0,10.1,69.3,percent,65,higher_is_better,True,4.3
PHC-006,Gaube PHC,Kuje,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,8.0,10.1,79.2,percent,65,higher_is_better,True,14.2
PHC-006,Gaube PHC,Kuje,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-006,Gaube PHC,Kuje,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,7.0,10.1,69.3,percent,65,higher_is_better,True,4.3
PHC-006,Gaube PHC,Kuje,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,10.1,59.4,percent,65,higher_is_better,False,-5.6
PHC-006,Gaube PHC,Kuje,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,5.0,10.1,49.5,percent,65,higher_is_better,False,-15.5
PHC-008,Rubochi PHC,Kuje,2024-07,2024-Q3,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2024-08,2024-Q3,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2024-09,2024-Q3,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2024-10,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2024-11,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2024-12,2024-Q4,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2025-01,2025-Q1,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,5.0,9.4,53.2,percent,65,higher_is_better,False,-11.8
PHC-008,Rubochi PHC,Kuje,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,5.0,9.4,53.2,percent,65,higher_is_better,False,-11.8
PHC-008,Rubochi PHC,Kuje,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,5.0,9.4,53.2,percent,65,higher_is_better,False,-11.8
PHC-008,Rubochi PHC,Kuje,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-008,Rubochi PHC,Kuje,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,9.4,63.8,percent,65,higher_is_better,False,-1.2
PHC-008,Rubochi PHC,Kuje,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,7.0,9.4,74.5,percent,65,higher_is_better,True,9.5
PHC-009,Bwari PHC,Bwari,2024-07,2024-Q3,FDR,Facility delivery rate,Delivery,17.0,24.1,70.5,percent,65,higher_is_better,True,5.5
PHC-009,Bwari PHC,Bwari,2024-08,2024-Q3,FDR,Facility delivery rate,Delivery,17.0,24.1,70.5,percent,65,higher_is_better,True,5.5
PHC-009,Bwari PHC,Bwari,2024-09,2024-Q3,FDR,Facility delivery rate,Delivery,18.0,24.1,74.7,percent,65,higher_is_better,True,9.7
PHC-009,Bwari PHC,Bwari,2024-10,2024-Q4,FDR,Facility delivery rate,Delivery,17.0,24.1,70.5,percent,65,higher_is_better,True,5.5
PHC-009,Bwari PHC,Bwari,2024-11,2024-Q4,FDR,Facility delivery rate,Delivery,20.0,24.1,83.0,percent,65,higher_is_better,True,18.0
PHC-009,Bwari PHC,Bwari,2024-12,2024-Q4,FDR,Facility delivery rate,Delivery,19.0,24.1,78.8,percent,65,higher_is_better,True,13.8
PHC-009,Bwari PHC,Bwari,2025-01,2025-Q1,FDR,Facility delivery rate,Delivery,20.0,24.1,83.0,percent,65,higher_is_better,True,18.0
PHC-009,Bwari PHC,Bwari,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,19.0,24.1,78.8,percent,65,higher_is_better,True,13.8
PHC-009,Bwari PHC,Bwari,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,17.0,24.1,70.5,percent,65,higher_is_better,True,5.5
PHC-009,Bwari PHC,Bwari,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,19.0,24.1,78.8,percent,65,higher_is_better,True,13.8
PHC-009,Bwari PHC,Bwari,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,16.0,24.1,66.4,percent,65,higher_is_better,True,1.4
PHC-009,Bwari PHC,Bwari,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,16.0,24.1,66.4,percent,65,higher_is_better,True,1.4
PHC-009,Bwari PHC,Bwari,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,16.0,24.1,66.4,percent,65,higher_is_better,True,1.4
PHC-009,Bwari PHC,Bwari,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,16.0,24.1,66.4,percent,65,higher_is_better,True,1.4
PHC-009,Bwari PHC,Bwari,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,14.0,24.1,58.1,percent,65,higher_is_better,False,-6.9
PHC-009,Bwari PHC,Bwari,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,18.0,24.1,74.7,percent,65,higher_is_better,True,9.7
PHC-009,Bwari PHC,Bwari,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,18.0,24.1,74.7,percent,65,higher_is_better,True,9.7
PHC-009,Bwari PHC,Bwari,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,23.0,24.1,95.4,percent,65,higher_is_better,True,30.4
PHC-009,Bwari PHC,Bwari,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,20.0,24.1,83.0,percent,65,higher_is_better,True,18.0
PHC-009,Bwari PHC,Bwari,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,22.0,24.1,91.3,percent,65,higher_is_better,True,26.3
PHC-009,Bwari PHC,Bwari,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,21.0,24.1,87.1,percent,65,higher_is_better,True,22.1
PHC-009,Bwari PHC,Bwari,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,19.0,24.1,78.8,percent,65,higher_is_better,True,13.8
PHC-009,Bwari PHC,Bwari,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,21.0,24.1,87.1,percent,65,higher_is_better,True,22.1
PHC-009,Bwari PHC,Bwari,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,21.0,24.1,87.1,percent,65,higher_is_better,True,22.1
PHC-010,Ushafa PHC,Bwari,2024-07,2024-Q3,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2024-08,2024-Q3,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2024-09,2024-Q3,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2024-10,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2024-11,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2024-12,2024-Q4,FDR,Facility delivery rate,Delivery,7.0,11.7,59.8,percent,65,higher_is_better,False,-5.2
PHC-010,Ushafa PHC,Bwari,2025-01,2025-Q1,FDR,Facility delivery rate,Delivery,7.0,11.7,59.8,percent,65,higher_is_better,False,-5.2
PHC-010,Ushafa PHC,Bwari,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,7.0,11.7,59.8,percent,65,higher_is_better,False,-5.2
PHC-010,Ushafa PHC,Bwari,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,7.0,11.7,59.8,percent,65,higher_is_better,False,-5.2
PHC-010,Ushafa PHC,Bwari,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,3.0,11.7,25.6,percent,65,higher_is_better,False,-39.4
PHC-010,Ushafa PHC,Bwari,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,,11.7,,percent,65,higher_is_better,,
PHC-010,Ushafa PHC,Bwari,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,7.0,11.7,59.8,percent,65,higher_is_better,False,-5.2
PHC-010,Ushafa PHC,Bwari,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,5.0,11.7,42.7,percent,65,higher_is_better,False,-22.3
PHC-010,Ushafa PHC,Bwari,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,4.0,11.7,34.2,percent,65,higher_is_better,False,-30.8
PHC-010,Ushafa PHC,Bwari,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-010,Ushafa PHC,Bwari,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,6.0,11.7,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2024-07,2024-Q3,FDR,Facility delivery rate,Delivery,3.0,7.8,38.5,percent,65,higher_is_better,False,-26.5
PHC-012,Igu PHC,Bwari,2024-08,2024-Q3,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2024-09,2024-Q3,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2024-10,2024-Q4,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2024-11,2024-Q4,FDR,Facility delivery rate,Delivery,6.0,7.8,76.9,percent,65,higher_is_better,True,11.9
PHC-012,Igu PHC,Bwari,2024-12,2024-Q4,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-01,2025-Q1,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-02,2025-Q1,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-03,2025-Q1,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-04,2025-Q2,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-05,2025-Q2,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2025-06,2025-Q2,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2025-07,2025-Q3,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2025-08,2025-Q3,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2025-09,2025-Q3,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2025-10,2025-Q4,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2025-11,2025-Q4,FDR,Facility delivery rate,Delivery,6.0,7.8,76.9,percent,65,higher_is_better,True,11.9
PHC-012,Igu PHC,Bwari,2025-12,2025-Q4,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2026-01,2026-Q1,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2026-02,2026-Q1,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2026-03,2026-Q1,FDR,Facility delivery rate,Delivery,6.0,7.8,76.9,percent,65,higher_is_better,True,11.9
PHC-012,Igu PHC,Bwari,2026-04,2026-Q2,FDR,Facility delivery rate,Delivery,5.0,7.8,64.1,percent,65,higher_is_better,False,-0.9
PHC-012,Igu PHC,Bwari,2026-05,2026-Q2,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
PHC-012,Igu PHC,Bwari,2026-06,2026-Q2,FDR,Facility delivery rate,Delivery,4.0,7.8,51.3,percent,65,higher_is_better,False,-13.7
CH-007,Kuje Cottage Hospital,Kuje,2024-07,2024-Q3,IMM,Immunisation completion,Child health,34.0,40.5,84.0,percent,80,higher_is_better,True,4.0
CH-007,Kuje Cottage Hospital,Kuje,2024-08,2024-Q3,IMM,Immunisation completion,Child health,27.0,40.5,66.7,percent,80,higher_is_better,False,-13.3
CH-007,Kuje Cottage Hospital,Kuje,2024-09,2024-Q3,IMM,Immunisation completion,Child health,30.0,40.5,74.1,percent,80,higher_is_better,False,-5.9
CH-007,Kuje Cottage Hospital,Kuje,2024-10,2024-Q4,IMM,Immunisation completion,Child health,33.0,40.5,81.5,percent,80,higher_is_better,True,1.5
CH-007,Kuje Cottage Hospital,Kuje,2024-11,2024-Q4,IMM,Immunisation completion,Child health,38.0,40.5,93.8,percent,80,higher_is_better,True,13.8
CH-007,Kuje Cottage Hospital,Kuje,2024-12,2024-Q4,IMM,Immunisation completion,Child health,39.0,40.5,96.3,percent,80,higher_is_better,True,16.3
CH-007,Kuje Cottage Hospital,Kuje,2025-01,2025-Q1,IMM,Immunisation completion,Child health,36.0,40.5,88.9,percent,80,higher_is_better,True,8.9
CH-007,Kuje Cottage Hospital,Kuje,2025-02,2025-Q1,IMM,Immunisation completion,Child health,34.0,40.5,84.0,percent,80,higher_is_better,True,4.0
CH-007,Kuje Cottage Hospital,Kuje,2025-03,2025-Q1,IMM,Immunisation completion,Child health,33.0,40.5,81.5,percent,80,higher_is_better,True,1.5
CH-007,Kuje Cottage Hospital,Kuje,2025-04,2025-Q2,IMM,Immunisation completion,Child health,36.0,40.5,88.9,percent,80,higher_is_better,True,8.9
CH-007,Kuje Cottage Hospital,Kuje,2025-05,2025-Q2,IMM,Immunisation completion,Child health,29.0,40.5,71.6,percent,80,higher_is_better,False,-8.4
CH-007,Kuje Cottage Hospital,Kuje,2025-06,2025-Q2,IMM,Immunisation completion,Child health,30.0,40.5,74.1,percent,80,higher_is_better,False,-5.9
CH-007,Kuje Cottage Hospital,Kuje,2025-07,2025-Q3,IMM,Immunisation completion,Child health,29.0,40.5,71.6,percent,80,higher_is_better,False,-8.4
CH-007,Kuje Cottage Hospital,Kuje,2025-08,2025-Q3,IMM,Immunisation completion,Child health,30.0,40.5,74.1,percent,80,higher_is_better,False,-5.9
CH-007,Kuje Cottage Hospital,Kuje,2025-09,2025-Q3,IMM,Immunisation completion,Child health,34.0,40.5,84.0,percent,80,higher_is_better,True,4.0
CH-007,Kuje Cottage Hospital,Kuje,2025-10,2025-Q4,IMM,Immunisation completion,Child health,41.0,40.5,101.2,percent,80,higher_is_better,True,21.2
CH-007,Kuje Cottage Hospital,Kuje,2025-11,2025-Q4,IMM,Immunisation completion,Child health,34.0,40.5,84.0,percent,80,higher_is_better,True,4.0
CH-007,Kuje Cottage Hospital,Kuje,2025-12,2025-Q4,IMM,Immunisation completion,Child health,31.0,40.5,76.5,percent,80,higher_is_better,False,-3.5
CH-007,Kuje Cottage Hospital,Kuje,2026-01,2026-Q1,IMM,Immunisation completion,Child health,36.0,40.5,88.9,percent,80,higher_is_better,True,8.9
CH-007,Kuje Cottage Hospital,Kuje,2026-02,2026-Q1,IMM,Immunisation completion,Child health,43.0,40.5,106.2,percent,80,higher_is_better,True,26.2
CH-007,Kuje Cottage Hospital,Kuje,2026-03,2026-Q1,IMM,Immunisation completion,Child health,38.0,40.5,93.8,percent,80,higher_is_better,True,13.8
CH-007,Kuje Cottage Hospital,Kuje,2026-04,2026-Q2,IMM,Immunisation completion,Child health,34.0,40.5,84.0,percent,80,higher_is_better,True,4.0
CH-007,Kuje Cottage Hospital,Kuje,2026-05,2026-Q2,IMM,Immunisation completion,Child health,38.0,40.5,93.8,percent,80,higher_is_better,True,13.8
CH-007,Kuje Cottage Hospital,Kuje,2026-06,2026-Q2,IMM,Immunisation completion,Child health,32.0,40.5,79.0,percent,80,higher_is_better,False,-1.0
CH-011,Kubwa Cottage Hospital,Bwari,2024-07,2024-Q3,IMM,Immunisation completion,Child health,44.0,56.1,78.4,percent,80,higher_is_better,False,-1.6
CH-011,Kubwa Cottage Hospital,Bwari,2024-08,2024-Q3,IMM,Immunisation completion,Child health,37.0,56.1,66.0,percent,80,higher_is_better,False,-14.0
CH-011,Kubwa Cottage Hospital,Bwari,2024-09,2024-Q3,IMM,Immunisation completion,Child health,49.0,56.1,87.3,percent,80,higher_is_better,True,7.3
CH-011,Kubwa Cottage Hospital,Bwari,2024-10,2024-Q4,IMM,Immunisation completion,Child health,49.0,56.1,87.3,percent,80,higher_is_better,True,7.3
CH-011,Kubwa Cottage Hospital,Bwari,2024-11,2024-Q4,IMM,Immunisation completion,Child health,45.0,56.1,80.2,percent,80,higher_is_better,True,0.2
CH-011,Kubwa Cottage Hospital,Bwari,2024-12,2024-Q4,IMM,Immunisation completion,Child health,47.0,56.1,83.8,percent,80,higher_is_better,True,3.8
CH-011,Kubwa Cottage Hospital,Bwari,2025-01,2025-Q1,IMM,Immunisation completion,Child health,57.0,56.1,101.6,percent,80,higher_is_better,True,21.6
CH-011,Kubwa Cottage Hospital,Bwari,2025-02,2025-Q1,IMM,Immunisation completion,Child health,49.0,56.1,87.3,percent,80,higher_is_better,True,7.3
CH-011,Kubwa Cottage Hospital,Bwari,2025-03,2025-Q1,IMM,Immunisation completion,Child health,48.0,56.1,85.6,percent,80,higher_is_better,True,5.6
CH-011,Kubwa Cottage Hospital,Bwari,2025-04,2025-Q2,IMM,Immunisation completion,Child health,48.0,56.1,85.6,percent,80,higher_is_better,True,5.6
CH-011,Kubwa Cottage Hospital,Bwari,2025-05,2025-Q2,IMM,Immunisation completion,Child health,40.0,56.1,71.3,percent,80,higher_is_better,False,-8.7
CH-011,Kubwa Cottage Hospital,Bwari,2025-06,2025-Q2,IMM,Immunisation completion,Child health,34.0,56.1,60.6,percent,80,higher_is_better,False,-19.4
